county.fips,county.name,state.name,party,vote.count,county.total.count,national.party.percent,national.count,is.national.winner
36047,kings,new york,O,22385,751124,5.789663346,135851595,FALSE
36047,kings,new york,R,133653,751124,46.11223225,135851595,TRUE
46077,kingsbury,south dakota,D,703,2551,48.09810441,135851595,FALSE
46077,kingsbury,south dakota,O,168,2551,5.789663346,135851595,FALSE
46077,kingsbury,south dakota,R,1680,2551,46.11223225,135851595,TRUE
48271,kinney,texas,D,458,1430,48.09810441,135851595,FALSE
48271,kinney,texas,O,36,1430,5.789663346,135851595,FALSE
48271,kinney,texas,R,936,1430,46.11223225,135851595,TRUE
8061,kiowa,colorado,D,91,853,48.09810441,135851595,FALSE
8061,kiowa,colorado,O,36,853,5.789663346,135851595,FALSE
8061,kiowa,colorado,R,726,853,46.11223225,135851595,TRUE
20097,kiowa,kansas,D,111,1023,48.09810441,135851595,FALSE
20097,kiowa,kansas,O,57,1023,5.789663346,135851595,FALSE
20097,kiowa,kansas,R,855,1023,46.11223225,135851595,TRUE
40075,kiowa,oklahoma,D,767,3493,48.09810441,135851595,FALSE
40075,kiowa,oklahoma,O,130,3493,5.789663346,135851595,FALSE
40075,kiowa,oklahoma,R,2596,3493,46.11223225,135851595,TRUE
8063,kit carson,colorado,D,536,3702,48.09810441,135851595,FALSE
8063,kit carson,colorado,O,199,3702,5.789663346,135851595,FALSE
8063,kit carson,colorado,R,2967,3702,46.11223225,135851595,TRUE
53035,kitsap,washington,D,63156,126431,48.09810441,135851595,FALSE
53035,kitsap,washington,O,14257,126431,5.789663346,135851595,FALSE
53035,kitsap,washington,R,49018,126431,46.11223225,135851595,TRUE
53037,kittitas,washington,D,7489,19309,48.09810441,135851595,FALSE
53037,kittitas,washington,O,1720,19309,5.789663346,135851595,FALSE
53037,kittitas,washington,R,10100,19309,46.11223225,135851595,TRUE
27069,kittson,minnesota,D,823,2385,48.09810441,135851595,FALSE
27069,kittson,minnesota,O,213,2385,5.789663346,135851595,FALSE
27069,kittson,minnesota,R,1349,2385,46.11223225,135851595,TRUE
41035,klamath,oregon,D,7210,30507,48.09810441,135851595,FALSE
41035,klamath,oregon,O,2862,30507,5.789663346,135851595,FALSE
41035,klamath,oregon,R,20435,30507,46.11223225,135851595,TRUE
48273,kleberg,texas,D,4716,9512,48.09810441,135851595,FALSE
48273,kleberg,texas,O,429,9512,5.789663346,135851595,FALSE
48273,kleberg,texas,R,4367,9512,46.11223225,135851595,TRUE
53039,klickitat,washington,D,4194,10769,48.09810441,135851595,FALSE
53039,klickitat,washington,O,786,10769,5.789663346,135851595,FALSE
53039,klickitat,washington,R,5789,10769,46.11223225,135851595,TRUE
21119,knott,kentucky,D,1245,5763,48.09810441,135851595,FALSE
21119,knott,kentucky,O,161,5763,5.789663346,135851595,FALSE
21119,knott,kentucky,R,4357,5763,46.11223225,135851595,TRUE
17095,knox,illinois,D,9939,22257,48.09810441,135851595,FALSE
17095,knox,illinois,O,1660,22257,5.789663346,135851595,FALSE
17095,knox,illinois,R,10658,22257,46.11223225,135851595,TRUE
18083,knox,indiana,D,3772,15516,48.09810441,135851595,FALSE
18083,knox,indiana,O,667,15516,5.789663346,135851595,FALSE
18083,knox,indiana,R,11077,15516,46.11223225,135851595,TRUE
21121,knox,kentucky,D,1761,12012,48.09810441,135851595,FALSE
21121,knox,kentucky,O,366,12012,5.789663346,135851595,FALSE
21121,knox,kentucky,R,9885,12012,46.11223225,135851595,TRUE
23013,knox,maine,D,12440,23021,48.09810441,135851595,FALSE
23013,knox,maine,O,1433,23021,5.789663346,135851595,FALSE
23013,knox,maine,R,9148,23021,46.11223225,135851595,TRUE
29103,knox,missouri,D,379,1868,48.09810441,135851595,FALSE
29103,knox,missouri,O,76,1868,5.789663346,135851595,FALSE
29103,knox,missouri,R,1413,1868,46.11223225,135851595,TRUE
31107,knox,nebraska,D,720,4074,48.09810441,135851595,FALSE
31107,knox,nebraska,O,166,4074,5.789663346,135851595,FALSE
31107,knox,nebraska,R,3188,4074,46.11223225,135851595,TRUE
39083,knox,ohio,D,8171,28927,48.09810441,135851595,FALSE
39083,knox,ohio,O,1625,28927,5.789663346,135851595,FALSE
39083,knox,ohio,R,19131,28927,46.11223225,135851595,TRUE
47093,knox,tennessee,D,62861,179266,48.09810441,135851595,FALSE
47093,knox,tennessee,O,10681,179266,5.789663346,135851595,FALSE
47093,knox,tennessee,R,105724,179266,46.11223225,135851595,TRUE
48275,knox,texas,D,247,1367,48.09810441,135851595,FALSE
48275,knox,texas,O,42,1367,5.789663346,135851595,FALSE
48275,knox,texas,R,1078,1367,46.11223225,135851595,TRUE
27071,koochiching,minnesota,D,2306,6363,48.09810441,135851595,FALSE
27071,koochiching,minnesota,O,488,6363,5.789663346,135851595,FALSE
27071,koochiching,minnesota,R,3569,6363,46.11223225,135851595,TRUE
16055,kootenai,idaho,D,16264,66310,48.09810441,135851595,FALSE
16055,kootenai,idaho,O,5597,66310,5.789663346,135851595,FALSE
16055,kootenai,idaho,R,44449,66310,46.11223225,135851595,TRUE
18085,kosciusko,indiana,D,6313,32081,48.09810441,135851595,FALSE
18085,kosciusko,indiana,O,1833,32081,5.789663346,135851595,FALSE
18085,kosciusko,indiana,R,23935,32081,46.11223225,135851595,TRUE
19109,kossuth,iowa,D,2543,8607,48.09810441,135851595,FALSE
19109,kossuth,iowa,O,411,8607,5.789663346,135851595,FALSE
19109,kossuth,iowa,R,5653,8607,46.11223225,135851595,TRUE
55063,la crosse,wisconsin,D,32406,62968,48.09810441,135851595,FALSE
55063,la crosse,wisconsin,O,4173,62968,5.789663346,135851595,FALSE
55063,la crosse,wisconsin,R,26389,62968,46.11223225,135851595,TRUE
4012,la paz,arizona,D,1575,5951,48.09810441,135851595,FALSE
4012,la paz,arizona,O,373,5951,5.789663346,135851595,FALSE
4012,la paz,arizona,R,4003,5951,46.11223225,135851595,TRUE
8067,la plata,colorado,D,15525,31150,48.09810441,135851595,FALSE
8067,la plata,colorado,O,3038,31150,5.789663346,135851595,FALSE
8067,la plata,colorado,R,12587,31150,46.11223225,135851595,TRUE
22059,la salle,louisiana,D,605,6569,48.09810441,135851595,FALSE
22059,la salle,louisiana,O,128,6569,5.789663346,135851595,FALSE
22059,la salle,louisiana,R,5836,6569,46.11223225,135851595,TRUE
48283,la salle,texas,D,1129,2059,48.09810441,135851595,FALSE
48283,la salle,texas,O,58,2059,5.789663346,135851595,FALSE
48283,la salle,texas,R,872,2059,46.11223225,135851595,TRUE
20099,labette,kansas,D,2234,7919,48.09810441,135851595,FALSE
20099,labette,kansas,O,453,7919,5.789663346,135851595,FALSE
20099,labette,kansas,R,5232,7919,46.11223225,135851595,TRUE
27073,lac qui parle,minnesota,D,1305,3860,48.09810441,135851595,FALSE
27073,lac qui parle,minnesota,O,262,3860,5.789663346,135851595,FALSE
27073,lac qui parle,minnesota,R,2293,3860,46.11223225,135851595,TRUE
42069,lackawanna,pennsylvania,D,51983,104391,48.09810441,135851595,FALSE
42069,lackawanna,pennsylvania,O,4024,104391,5.789663346,135851595,FALSE
42069,lackawanna,pennsylvania,R,48384,104391,46.11223225,135851595,TRUE
29105,laclede,missouri,D,2543,15994,48.09810441,135851595,FALSE
29105,laclede,missouri,O,617,15994,5.789663346,135851595,FALSE
29105,laclede,missouri,R,12834,15994,46.11223225,135851595,TRUE
5073,lafayette,arkansas,D,1032,2860,48.09810441,135851595,FALSE
5073,lafayette,arkansas,O,70,2860,5.789663346,135851595,FALSE
5073,lafayette,arkansas,R,1758,2860,46.11223225,135851595,TRUE
12067,lafayette,florida,D,518,3411,48.09810441,135851595,FALSE
12067,lafayette,florida,O,84,3411,5.789663346,135851595,FALSE
12067,lafayette,florida,R,2809,3411,46.11223225,135851595,TRUE
22055,lafayette,louisiana,D,32726,105603,48.09810441,135851595,FALSE
22055,lafayette,louisiana,O,4682,105603,5.789663346,135851595,FALSE
22055,lafayette,louisiana,R,68195,105603,46.11223225,135851595,TRUE
28071,lafayette,mississippi,D,7969,19643,48.09810441,135851595,FALSE
28071,lafayette,mississippi,O,802,19643,5.789663346,135851595,FALSE
28071,lafayette,mississippi,R,10872,19643,46.11223225,135851595,TRUE
29107,lafayette,missouri,D,4047,15815,48.09810441,135851595,FALSE
29107,lafayette,missouri,O,791,15815,5.789663346,135851595,FALSE
29107,lafayette,missouri,R,10977,15815,46.11223225,135851595,TRUE
55065,lafayette,wisconsin,D,3288,7662,48.09810441,135851595,FALSE
55065,lafayette,wisconsin,O,397,7662,5.789663346,135851595,FALSE
55065,lafayette,wisconsin,R,3977,7662,46.11223225,135851595,TRUE
22057,lafourche,louisiana,D,8423,41645,48.09810441,135851595,FALSE
22057,lafourche,louisiana,O,1263,41645,5.789663346,135851595,FALSE
22057,lafourche,louisiana,R,31959,41645,46.11223225,135851595,TRUE
18087,lagrange,indiana,D,2080,9565,48.09810441,135851595,FALSE
18087,lagrange,indiana,O,460,9565,5.789663346,135851595,FALSE
18087,lagrange,indiana,R,7025,9565,46.11223225,135851595,TRUE
6033,lake,california,D,6240,13276,48.09810441,135851595,FALSE
6033,lake,california,O,1284,13276,5.789663346,135851595,FALSE
6033,lake,california,R,5752,13276,46.11223225,135851595,TRUE
8065,lake,colorado,D,1616,3199,48.09810441,135851595,FALSE
8065,lake,colorado,O,313,3199,5.789663346,135851595,FALSE
8065,lake,colorado,R,1270,3199,46.11223225,135851595,TRUE
12069,lake,florida,D,62838,170462,48.09810441,135851595,FALSE
12069,lake,florida,O,5436,170462,5.789663346,135851595,FALSE
12069,lake,florida,R,102188,170462,46.11223225,135851595,TRUE
17097,lake,illinois,D,171095,297995,48.09810441,135851595,FALSE
17097,lake,illinois,O,17133,297995,5.789663346,135851595,FALSE
17097,lake,illinois,R,109767,297995,46.11223225,135851595,TRUE
18089,lake,indiana,D,116935,201196,48.09810441,135851595,FALSE
18089,lake,indiana,O,8636,201196,5.789663346,135851595,FALSE
18089,lake,indiana,R,75625,201196,46.11223225,135851595,TRUE
26085,lake,michigan,D,1939,5328,48.09810441,135851595,FALSE
26085,lake,michigan,O,230,5328,5.789663346,135851595,FALSE
26085,lake,michigan,R,3159,5328,46.11223225,135851595,TRUE
27075,lake,minnesota,D,3077,6521,48.09810441,135851595,FALSE
27075,lake,minnesota,O,512,6521,5.789663346,135851595,FALSE
27075,lake,minnesota,R,2932,6521,46.11223225,135851595,TRUE
30047,lake,montana,D,4776,13110,48.09810441,135851595,FALSE
30047,lake,montana,O,804,13110,5.789663346,135851595,FALSE
30047,lake,montana,R,7530,13110,46.11223225,135851595,TRUE
39085,lake,ohio,D,46397,117190,48.09810441,135851595,FALSE
39085,lake,ohio,O,6538,117190,5.789663346,135851595,FALSE
39085,lake,ohio,R,64255,117190,46.11223225,135851595,TRUE
41037,lake,oregon,D,639,3930,48.09810441,135851595,FALSE
41037,lake,oregon,O,269,3930,5.789663346,135851595,FALSE
41037,lake,oregon,R,3022,3930,46.11223225,135851595,TRUE
46079,lake,south dakota,D,2314,6786,48.09810441,135851595,FALSE
46079,lake,south dakota,O,434,6786,5.789663346,135851595,FALSE
46079,lake,south dakota,R,4038,6786,46.11223225,135851595,TRUE
47095,lake,tennessee,D,577,1970,48.09810441,135851595,FALSE
47095,lake,tennessee,O,36,1970,5.789663346,135851595,FALSE
47095,lake,tennessee,R,1357,1970,46.11223225,135851595,TRUE
27077,lake of the woods,minnesota,D,553,2242,48.09810441,135851595,FALSE
27077,lake of the woods,minnesota,O,149,2242,5.789663346,135851595,FALSE
27077,lake of the woods,minnesota,R,1540,2242,46.11223225,135851595,TRUE
1075,lamar,alabama,D,1036,6966,48.09810441,135851595,FALSE
1075,lamar,alabama,O,107,6966,5.789663346,135851595,FALSE
1075,lamar,alabama,R,5823,6966,46.11223225,135851595,TRUE
13171,lamar,georgia,D,2270,7612,48.09810441,135851595,FALSE
13171,lamar,georgia,O,152,7612,5.789663346,135851595,FALSE
13171,lamar,georgia,R,5190,7612,46.11223225,135851595,TRUE
28073,lamar,mississippi,D,5190,24592,48.09810441,135851595,FALSE
28073,lamar,mississippi,O,651,24592,5.789663346,135851595,FALSE
28073,lamar,mississippi,R,18751,24592,46.11223225,135851595,TRUE
48277,lamar,texas,D,3583,18611,48.09810441,135851595,FALSE
48277,lamar,texas,O,467,18611,5.789663346,135851595,FALSE
48277,lamar,texas,R,14561,18611,46.11223225,135851595,TRUE
48279,lamb,texas,D,771,3995,48.09810441,135851595,FALSE
48279,lamb,texas,O,113,3995,5.789663346,135851595,FALSE
48279,lamb,texas,R,3111,3995,46.11223225,135851595,TRUE
50015,lamoille,vermont,D,7241,12762,48.09810441,135851595,FALSE
50015,lamoille,vermont,O,1951,12762,5.789663346,135851595,FALSE
50015,lamoille,vermont,R,3570,12762,46.11223225,135851595,TRUE
38045,lamoure,north dakota,D,502,2151,48.09810441,135851595,FALSE
38045,lamoure,north dakota,O,168,2151,5.789663346,135851595,FALSE
38045,lamoure,north dakota,R,1481,2151,46.11223225,135851595,TRUE
48281,lampasas,texas,D,1483,8205,48.09810441,135851595,FALSE
48281,lampasas,texas,O,337,8205,5.789663346,135851595,FALSE
48281,lampasas,texas,R,6385,8205,46.11223225,135851595,TRUE
31109,lancaster,nebraska,D,60533,129803,48.09810441,135851595,FALSE
31109,lancaster,nebraska,O,8814,129803,5.789663346,135851595,FALSE
31109,lancaster,nebraska,R,60456,129803,46.11223225,135851595,TRUE
42071,lancaster,pennsylvania,D,91093,244832,48.09810441,135851595,FALSE
42071,lancaster,pennsylvania,O,15825,244832,5.789663346,135851595,FALSE
42071,lancaster,pennsylvania,R,137914,244832,46.11223225,135851595,TRUE
45057,lancaster,south carolina,D,13812,38938,48.09810441,135851595,FALSE
45057,lancaster,south carolina,O,1407,38938,5.789663346,135851595,FALSE
45057,lancaster,south carolina,R,23719,38938,46.11223225,135851595,TRUE
51103,lancaster,virginia,D,2869,6645,48.09810441,135851595,FALSE
51103,lancaster,virginia,O,253,6645,5.789663346,135851595,FALSE
51103,lancaster,virginia,R,3523,6645,46.11223225,135851595,TRUE
32015,lander,nevada,D,403,2413,48.09810441,135851595,FALSE
32015,lander,nevada,O,182,2413,5.789663346,135851595,FALSE
32015,lander,nevada,R,1828,2413,46.11223225,135851595,TRUE
20101,lane,kansas,D,104,831,48.09810441,135851595,FALSE
20101,lane,kansas,O,43,831,5.789663346,135851595,FALSE
20101,lane,kansas,R,684,831,46.11223225,135851595,TRUE
41039,lane,oregon,D,100497,188156,48.09810441,135851595,FALSE
41039,lane,oregon,O,21441,188156,5.789663346,135851595,FALSE
41039,lane,oregon,R,66218,188156,46.11223225,135851595,TRUE
55067,langlade,wisconsin,D,3260,10132,48.09810441,135851595,FALSE
55067,langlade,wisconsin,O,436,10132,5.789663346,135851595,FALSE
55067,langlade,wisconsin,R,6436,10132,46.11223225,135851595,TRUE
13173,lanier,georgia,D,806,2871,48.09810441,135851595,FALSE
13173,lanier,georgia,O,81,2871,5.789663346,135851595,FALSE
13173,lanier,georgia,R,1984,2871,46.11223225,135851595,TRUE
26087,lapeer,michigan,D,12734,45182,48.09810441,135851595,FALSE
26087,lapeer,michigan,O,2411,45182,5.789663346,135851595,FALSE
26087,lapeer,michigan,R,30037,45182,46.11223225,135851595,TRUE
18091,laporte,indiana,D,19798,45199,48.09810441,135851595,FALSE
18091,laporte,indiana,O,2714,45199,5.789663346,135851595,FALSE
18091,laporte,indiana,R,22687,45199,46.11223225,135851595,TRUE
56021,laramie,wyoming,D,11573,40969,48.09810441,135851595,FALSE
56021,laramie,wyoming,O,4549,40969,5.789663346,135851595,FALSE
56021,laramie,wyoming,R,24847,40969,46.11223225,135851595,TRUE
8069,larimer,colorado,D,93113,195980,48.09810441,135851595,FALSE
8069,larimer,colorado,O,19437,195980,5.789663346,135851595,FALSE
8069,larimer,colorado,R,83430,195980,46.11223225,135851595,TRUE
21123,larue,kentucky,D,1278,6367,48.09810441,135851595,FALSE
21123,larue,kentucky,O,290,6367,5.789663346,135851595,FALSE
21123,larue,kentucky,R,4799,6367,46.11223225,135851595,TRUE
8071,las animas,colorado,D,2650,6793,48.09810441,135851595,FALSE
8071,las animas,colorado,O,433,6793,5.789663346,135851595,FALSE
8071,las animas,colorado,R,3710,6793,46.11223225,135851595,TRUE
17099,lasalle,illinois,D,19277,48998,48.09810441,135851595,FALSE
17099,lasalle,illinois,O,3452,48998,5.789663346,135851595,FALSE
17099,lasalle,illinois,R,26269,48998,46.11223225,135851595,TRUE
6035,lassen,california,D,2224,10422,48.09810441,135851595,FALSE
6035,lassen,california,O,624,10422,5.789663346,135851595,FALSE
6035,lassen,california,R,7574,10422,46.11223225,135851595,TRUE
16057,latah,idaho,D,8093,18173,48.09810441,135851595,FALSE
16057,latah,idaho,O,2815,18173,5.789663346,135851595,FALSE
16057,latah,idaho,R,7265,18173,46.11223225,135851595,TRUE
40077,latimer,oklahoma,D,797,4056,48.09810441,135851595,FALSE
40077,latimer,oklahoma,O,159,4056,5.789663346,135851595,FALSE
40077,latimer,oklahoma,R,3100,4056,46.11223225,135851595,TRUE
1077,lauderdale,alabama,D,9952,39525,48.09810441,135851595,FALSE
1077,lauderdale,alabama,O,1674,39525,5.789663346,135851595,FALSE
1077,lauderdale,alabama,R,27899,39525,46.11223225,135851595,TRUE
28075,lauderdale,mississippi,D,11269,29506,48.09810441,135851595,FALSE
28075,lauderdale,mississippi,O,496,29506,5.789663346,135851595,FALSE
28075,lauderdale,mississippi,R,17741,29506,46.11223225,135851595,TRUE
47097,lauderdale,tennessee,D,3056,8078,48.09810441,135851595,FALSE
47097,lauderdale,tennessee,O,138,8078,5.789663346,135851595,FALSE
47097,lauderdale,tennessee,R,4884,8078,46.11223225,135851595,TRUE
21125,laurel,kentucky,D,3440,24833,48.09810441,135851595,FALSE
21125,laurel,kentucky,O,801,24833,5.789663346,135851595,FALSE
21125,laurel,kentucky,R,20592,24833,46.11223225,135851595,TRUE
13175,laurens,georgia,D,6752,19530,48.09810441,135851595,FALSE
13175,laurens,georgia,O,367,19530,5.789663346,135851595,FALSE
13175,laurens,georgia,R,12411,19530,46.11223225,135851595,TRUE
45059,laurens,south carolina,D,8889,26566,48.09810441,135851595,FALSE
45059,laurens,south carolina,O,861,26566,5.789663346,135851595,FALSE
45059,laurens,south carolina,R,16816,26566,46.11223225,135851595,TRUE
48285,lavaca,texas,D,1170,8661,48.09810441,135851595,FALSE
48285,lavaca,texas,O,144,8661,5.789663346,135851595,FALSE
48285,lavaca,texas,R,7347,8661,46.11223225,135851595,TRUE
1079,lawrence,alabama,D,3627,14829,48.09810441,135851595,FALSE
1079,lawrence,alabama,O,369,14829,5.789663346,135851595,FALSE
1079,lawrence,alabama,R,10833,14829,46.11223225,135851595,TRUE
5075,lawrence,arkansas,D,1263,5685,48.09810441,135851595,FALSE
5075,lawrence,arkansas,O,358,5685,5.789663346,135851595,FALSE
5075,lawrence,arkansas,R,4064,5685,46.11223225,135851595,TRUE
18093,lawrence,indiana,D,4210,19152,48.09810441,135851595,FALSE
18093,lawrence,indiana,O,907,19152,5.789663346,135851595,FALSE
18093,lawrence,indiana,R,14035,19152,46.11223225,135851595,TRUE
21127,lawrence,kentucky,D,1045,6042,48.09810441,135851595,FALSE
21127,lawrence,kentucky,O,181,6042,5.789663346,135851595,FALSE
21127,lawrence,kentucky,R,4816,6042,46.11223225,135851595,TRUE
28077,lawrence,mississippi,D,2195,6364,48.09810441,135851595,FALSE
28077,lawrence,mississippi,O,78,6364,5.789663346,135851595,FALSE
28077,lawrence,mississippi,R,4091,6364,46.11223225,135851595,TRUE
29109,lawrence,missouri,D,2898,16674,48.09810441,135851595,FALSE
29109,lawrence,missouri,O,692,16674,5.789663346,135851595,FALSE
29109,lawrence,missouri,R,13084,16674,46.11223225,135851595,TRUE
39087,lawrence,ohio,D,6974,26789,48.09810441,135851595,FALSE
39087,lawrence,ohio,O,1126,26789,5.789663346,135851595,FALSE
39087,lawrence,ohio,R,18689,26789,46.11223225,135851595,TRUE
42073,lawrence,pennsylvania,D,14009,41072,48.09810441,135851595,FALSE
42073,lawrence,pennsylvania,O,1635,41072,5.789663346,135851595,FALSE
42073,lawrence,pennsylvania,R,25428,41072,46.11223225,135851595,TRUE
46081,lawrence,south dakota,D,3356,11842,48.09810441,135851595,FALSE
46081,lawrence,south dakota,O,1075,11842,5.789663346,135851595,FALSE
46081,lawrence,south dakota,R,7411,11842,46.11223225,135851595,TRUE
47099,lawrence,tennessee,D,2821,15658,48.09810441,135851595,FALSE
47099,lawrence,tennessee,O,418,15658,5.789663346,135851595,FALSE
47099,lawrence,tennessee,R,12419,15658,46.11223225,135851595,TRUE
40079,le flore,oklahoma,D,3250,17221,48.09810441,135851595,FALSE
40079,le flore,oklahoma,O,609,17221,5.789663346,135851595,FALSE
40079,le flore,oklahoma,R,13362,17221,46.11223225,135851595,TRUE
27079,le sueur,minnesota,D,4623,14971,48.09810441,135851595,FALSE
27079,le sueur,minnesota,O,1166,14971,5.789663346,135851595,FALSE
27079,le sueur,minnesota,R,9182,14971,46.11223225,135851595,TRUE
35025,lea,new mexico,D,3930,17712,48.09810441,135851595,FALSE
35025,lea,new mexico,O,1287,17712,5.789663346,135851595,FALSE
35025,lea,new mexico,R,12495,17712,46.11223225,135851595,TRUE
28079,leake,mississippi,D,3584,8449,48.09810441,135851595,FALSE
28079,leake,mississippi,O,83,8449,5.789663346,135851595,FALSE
28079,leake,mississippi,R,4782,8449,46.11223225,135851595,TRUE
20103,leavenworth,kansas,D,10064,29676,48.09810441,135851595,FALSE
20103,leavenworth,kansas,O,2225,29676,5.789663346,135851595,FALSE
20103,leavenworth,kansas,R,17387,29676,46.11223225,135851595,TRUE
42075,lebanon,pennsylvania,D,18953,62444,48.09810441,135851595,FALSE
42075,lebanon,pennsylvania,O,2966,62444,5.789663346,135851595,FALSE
42075,lebanon,pennsylvania,R,40525,62444,46.11223225,135851595,TRUE
1081,lee,alabama,D,21230,59191,48.09810441,135851595,FALSE
1081,lee,alabama,O,3344,59191,5.789663346,135851595,FALSE
1081,lee,alabama,R,34617,59191,46.11223225,135851595,TRUE
5077,lee,arkansas,D,1735,3026,48.09810441,135851595,FALSE
5077,lee,arkansas,O,62,3026,5.789663346,135851595,FALSE
5077,lee,arkansas,R,1229,3026,46.11223225,135851595,TRUE
12071,lee,florida,D,124908,329762,48.09810441,135851595,FALSE
12071,lee,florida,O,13303,329762,5.789663346,135851595,FALSE
12071,lee,florida,R,191551,329762,46.11223225,135851595,TRUE
13177,lee,georgia,D,3170,14143,48.09810441,135851595,FALSE
13177,lee,georgia,O,327,14143,5.789663346,135851595,FALSE
13177,lee,georgia,R,10646,14143,46.11223225,135851595,TRUE
17103,lee,illinois,D,5528,15489,48.09810441,135851595,FALSE
17103,lee,illinois,O,1349,15489,5.789663346,135851595,FALSE
17103,lee,illinois,R,8612,15489,46.11223225,135851595,TRUE
19111,lee,iowa,D,6215,16151,48.09810441,135851595,FALSE
19111,lee,iowa,O,1133,16151,5.789663346,135851595,FALSE
19111,lee,iowa,R,8803,16151,46.11223225,135851595,TRUE
21129,lee,kentucky,D,444,2667,48.09810441,135851595,FALSE
21129,lee,kentucky,O,72,2667,5.789663346,135851595,FALSE
21129,lee,kentucky,R,2151,2667,46.11223225,135851595,TRUE
28081,lee,mississippi,D,10029,32913,48.09810441,135851595,FALSE
28081,lee,mississippi,O,664,32913,5.789663346,135851595,FALSE
28081,lee,mississippi,R,22220,32913,46.11223225,135851595,TRUE
37105,lee,north carolina,D,10469,25084,48.09810441,135851595,FALSE
37105,lee,north carolina,O,903,25084,5.789663346,135851595,FALSE
37105,lee,north carolina,R,13712,25084,46.11223225,135851595,TRUE
45061,lee,south carolina,D,5199,8156,48.09810441,135851595,FALSE
45061,lee,south carolina,O,154,8156,5.789663346,135851595,FALSE
45061,lee,south carolina,R,2803,8156,46.11223225,135851595,TRUE
48287,lee,texas,D,1372,6535,48.09810441,135851595,FALSE
48287,lee,texas,O,166,6535,5.789663346,135851595,FALSE
48287,lee,texas,R,4997,6535,46.11223225,135851595,TRUE
51105,lee,virginia,D,1627,9399,48.09810441,135851595,FALSE
51105,lee,virginia,O,229,9399,5.789663346,135851595,FALSE
51105,lee,virginia,R,7543,9399,46.11223225,135851595,TRUE
26089,leelanau,michigan,D,6774,14757,48.09810441,135851595,FALSE
26089,leelanau,michigan,O,744,14757,5.789663346,135851595,FALSE
26089,leelanau,michigan,R,7239,14757,46.11223225,135851595,TRUE
28083,leflore,mississippi,D,7787,11140,48.09810441,135851595,FALSE
28083,leflore,mississippi,O,141,11140,5.789663346,135851595,FALSE
28083,leflore,mississippi,R,3212,11140,46.11223225,135851595,TRUE
42077,lehigh,pennsylvania,D,81324,160993,48.09810441,135851595,FALSE
42077,lehigh,pennsylvania,O,5979,160993,5.789663346,135851595,FALSE
42077,lehigh,pennsylvania,R,73690,160993,46.11223225,135851595,TRUE
16059,lemhi,idaho,D,733,4096,48.09810441,135851595,FALSE
16059,lemhi,idaho,O,352,4096,5.789663346,135851595,FALSE
16059,lemhi,idaho,R,3011,4096,46.11223225,135851595,TRUE
26091,lenawee,michigan,D,16750,45938,48.09810441,135851595,FALSE
26091,lenawee,michigan,O,2758,45938,5.789663346,135851595,FALSE
26091,lenawee,michigan,R,26430,45938,46.11223225,135851595,TRUE
37107,lenoir,north carolina,D,12725,26958,48.09810441,135851595,FALSE
37107,lenoir,north carolina,O,566,26958,5.789663346,135851595,FALSE
37107,lenoir,north carolina,R,13667,26958,46.11223225,135851595,TRUE
12073,leon,florida,D,92068,153881,48.09810441,135851595,FALSE
12073,leon,florida,O,7992,153881,5.789663346,135851595,FALSE
12073,leon,florida,R,53821,153881,46.11223225,135851595,TRUE
48289,leon,texas,D,909,7439,48.09810441,135851595,FALSE
48289,leon,texas,O,139,7439,5.789663346,135851595,FALSE
48289,leon,texas,R,6391,7439,46.11223225,135851595,TRUE
21131,leslie,kentucky,D,400,4492,48.09810441,135851595,FALSE
21131,leslie,kentucky,O,77,4492,5.789663346,135851595,FALSE
21131,leslie,kentucky,R,4015,4492,46.11223225,135851595,TRUE
21133,letcher,kentucky,D,1542,9134,48.09810441,135851595,FALSE
21133,letcher,kentucky,O,299,9134,5.789663346,135851595,FALSE
21133,letcher,kentucky,R,7293,9134,46.11223225,135851595,TRUE
12075,levy,florida,D,5101,19499,48.09810441,135851595,FALSE
12075,levy,florida,O,623,19499,5.789663346,135851595,FALSE
12075,levy,florida,R,13775,19499,46.11223225,135851595,TRUE
16061,lewis,idaho,D,270,1590,48.09810441,135851595,FALSE
16061,lewis,idaho,O,118,1590,5.789663346,135851595,FALSE
16061,lewis,idaho,R,1202,1590,46.11223225,135851595,TRUE
21135,lewis,kentucky,D,785,5298,48.09810441,135851595,FALSE
21135,lewis,kentucky,O,150,5298,5.789663346,135851595,FALSE
21135,lewis,kentucky,R,4363,5298,46.11223225,135851595,TRUE
29111,lewis,missouri,D,933,4452,48.09810441,135851595,FALSE
29111,lewis,missouri,O,176,4452,5.789663346,135851595,FALSE
29111,lewis,missouri,R,3343,4452,46.11223225,135851595,TRUE
36049,lewis,new york,D,2828,10443,48.09810441,135851595,FALSE
36049,lewis,new york,O,699,10443,5.789663346,135851595,FALSE
36049,lewis,new york,R,6916,10443,46.11223225,135851595,TRUE
47101,lewis,tennessee,D,890,4601,48.09810441,135851595,FALSE
47101,lewis,tennessee,O,132,4601,5.789663346,135851595,FALSE
47101,lewis,tennessee,R,3579,4601,46.11223225,135851595,TRUE
53041,lewis,washington,D,9654,34559,48.09810441,135851595,FALSE
53041,lewis,washington,O,2913,34559,5.789663346,135851595,FALSE
53041,lewis,washington,R,21992,34559,46.11223225,135851595,TRUE
54041,lewis,west virginia,D,1347,6936,48.09810441,135851595,FALSE
